t1QENt1CXSGwV24eZQ3zB2otUnTFV7Fv91h,0.18711000
t1f8x4vs9zdVhgp4x63UsvZ7ppwBzAVoodD,0.00136519
t1NjZvfvg84ciDRck7wZEPKWCX96FCDM22K,8.55084875
t1NsyPV8ypQU8tacHV24MXVGeiqjVsvaFFg,0.01000107
t1h8V2cmmND9iokEX46KLyvXEnd1UCbSbrN,0.57442091
t1MaDmbke7np2riHJexWk75nfptmva2FSr2,0.06742351
t1bvak3G6SbxUNWNu8i3s7zUQaKPGeFGTEP,2.56277299
t1ghGuMXau7DwznaWFhAgzFziZjoX7XSo1x,1.10774418
t1PnUsUMCFxgzwJu7GsMgHjfd2iRBj2Qx5X,80.02626411
t1S7f8cDoCi2WazH5o5JrSUh47PTEuio3qH,15.68730387
t1ZpFhpPHYLYxN26JYsHZEU9surEUEGBFXX,17.23554006
t1ceZwR5xQvhAiCvSr2hc1LVBAybwunuuYL,0.08347594
t1M85xip3hCCAMXJRezs48K1Z8C511yuYtA,64
t1Xosg5sx7UPjSLiHB9EJEokttVWJPEbSns,0.02720489
t1bYs6RonUXEAe5yoksXLkdNzZa3iMEAsnW,0.04783999
t1TXZCZ7b9o5pY3j8UwC7MgPZu937UtRkyu,0.03173766
t1RdecKNAX9Xx32GgnUMFHANBAmTK2KSFpq,152.32229225
t1bRhbCDhqsiQckeYD3Ycfwg22HU38woX1z,0.17214009
t1YbApHdpcPYE1ihbWgwNBQA6eFm1H2yxku,16.46919381
t1YrFHxodtepbVL8LN5fmcipfEPqUvULka8,99.98
t1Wy7dFGUgUNUETGptexmvLsNh6EW99WniR,0.06291059
t1XQjfMgNvLCnsAzeCtS9futoZtrm3F2DxE,0.00002259
t1YciY8XE75Ag3ptpDkNHPvj3Gndr9zWxGj,0.02832831
t1aqK2u3wWbkDAjuQQYS2B6yPfd6N6oZfdD,0.00917738
t1TSziFK2uVnbh5A3qG2VrgvZ1ou4NR9Qo9,0.05450615
t1Lyjg6A9Xg45KTw99W52Jmcxnv6U5dMUXq,0.17900000
t1JCfmv4KSiibSyTYNQp1oBfcoMKnowGSJ2,27.19668368
t1KA23iH7kPVSKLWvErzxRnqQZNf8VibCYd,3.5650425
t1TcW3GkYTkVC6mN8wGKPkk6LWnfzXes8vM,0.10200643
t1Vf7kzwff5vbmCDuXRD2h6DWiMQjStBwuj,23.99330873
t1bFR1LkvvsvnHfWEa3XtQ72B6tG6Z2MzCd,0.21773721
t1Pmcasd92QfXKYEaCQ5UFg18F2T7psMFru,0.05039585
t1ZkK4jywCSTLVhWtNEW4TnM31vuWQ8qphj,11.06000000
t1SJdyCEtfnp8VWyshy2jcGPif6FuSABcZJ,768.14422886
t1aVb95xTSYi2uoZ5AJBXVa4gEUacjMyLMc,0.00903754
t1fHpKH8WHihQs2AuHFsaGdMaL2WLgDd5s1,0.02094016
t1Tp31UF9zKUushUbfoC9aGEALXo8x48MCL,102.00000000
t1d4yZeBinAkN8taTwmAAnDf3qv1C615CQP,15.93702499
t1dj2jusLTc7zdFZYW28Nh6Skb9uSTQiUAz,0.286875
t1ZBgwLjBYf4CwqRWkUc7EZPZtz4a4GL4o4,1.24053966
t1MnuSJxLXFWuGtiEogJbSLGytg9AUr8qjt,0.13201661
t1YWT1Dg5a1F9Q2Sbde8foNZJniPDsYPL6R,11.70485233
t1en6MVdYvjVohcFpnndBP3s69dvFHoLoNY,0.75032572
t1TC2MT43rY8v6XWQYDLdtLohyL9P7L9kmt,0.01326898
t1MtWf19pP2HgBAHa4db6AeKXVKjrRS7NDQ,7.30296812
t1d2TtrT1vqVoMG51kcJFEWsr6qKAwqoaf8,16.18320844
t1YJhCxGqNefyZwTMhGkY9RcvdcgmSjGxXC,0.10420301
t1SaUi7DMcjDTC2D649NP7JQhZUjVRcuQpk,0.03286398
t1fGm5zwvKRGb7h9cDbXkPmAqopak49crYu,0.01384706
t1dEcnEQpSdVq3HDVSXYkX5Bdb1NpU1vePs,0.68859679
t1gsXs5QYsoc79Q9jx3HMt6HcGFi4PQADBS,0.06584955
t1XtNhikaMCZDwRfo4ydZaJ2drwTGSKFUYd,3.25
t1P3idYQWFkyBnHV8rDMNdxLAoLg9Qg3ybR,0.00041481
t1Uq2cWdWEviaX2rHPELNJJKasL8CLLXGnw,0.01670625
t1R1xoMvJw9WFdPzzSVMMs9fvCHHDtYJBfy,0.36409396
t1NaY4FCZ6fcV5f44UijeLtAZNs6xVoNfmm,458.42694204
t1PD8pNdvqNg7ro611A9XE4cFwnDKoXzgHn,0.05156369
t1WzF6GqazkuErKZ1oMSuZuhDpGhdJn4yAg,0.00152289
t1PZ5GBatYXquVqVuXsjno2ai7zfCwjqATv,916.86348466
t1LMMVggSALPYY3axqbCxG4RLHJQCeCbkwn,12.49000000
t1bqG7aKjfpidbr5Z1NqU23pTp5nQuqsFtM,0.14237500
t1Jfh8sUSiekLELyyZ5FNtwgDSH2BP7WG97,0.00277493
t1bk8GM6FNNRCsFjFZAAbx1pgDPnc5ymoFJ,1.61415635
t1RwQhAgKVFNQVRypHMdKdwrd91zXmDWiDT,0.101406
t1VtALhM9Z2v6pKrrZtSLVhHxePJsqXcA7y,0.21102523
t1ggD79g76jAnG6J762utKEvYAod33b9CFD,0.08945362
t1Rt7PnKSq26eMtUqV5aGr5YA3aFvbdVnFi,0.07932405
t3fLk1SSTJBbN3hSqgC4BYBXX8wrrNgHCJp,0.20209571
t1M7AMTLnrDzFv9B1o23UFMh29d4WFj3bDz,0.46951225
t1Wc3vdSJLLjiSM4LdYnb8u7o7JLBEnDC7y,0.05870461
t1WPK1J2LJ2vPDFWiMfqLL55PKcogGkkRSG,2.11984273
t1XiaU9p6QBxtu7222PyhUGmDQbfproxY3E,149.99000000
t1Q2yHvVQu48qgsVixCt6zMBaKdkjKE4xEK,49.28844534
t1Vs3QeYoynnsoa44tLLXUkNtnyVdgu2SX3,0.59256228
t1YndXP5YnjMkVjjpRtT2PzTgvdCRn8vvfp,0.00019774
t1UtZJSnpZQ9Ur6r4RFbrxPLnwMJecvM8Mz,0.20278096
t1fjoDXvNMB3bPaEeq6iTSXWwpTt9EfhZsn,0.49000000
t1RsArCs5PXWPKo3sjcSguB2V1JsmnmJubZ,32.40904848
t1RUbDcUPQpvCWMqDUwqovmUqJ8zpTFmh1m,0.16799145
t1Z6h8yBwSqmFibfMXqaBgpgZkBKsJ9kRQN,2.7635278
t1SDy9PFAw6abZgTb2LvDdgbnN4DuRNcHQ5,0.00004427
t1RFG5FgysZ8jP1zeeG1bRHzwvBzzWnc92X,1.16300388
t1XEKEp71L4j2wZMLQxiGihkk4nwF6X8X9Q,0.05800034
t1ScXav5CjSJRNCmbxqxhWhB5M33ceW3ycd,0.16030215
t1a7J6xZM7mCxiGGhvai6M1c7x78NirwS9X,0.17206787
t1dqGdw9XARkj7NiTy7vjEj4pK4MdhkSHt8,3.97723646
t1JF3dXsyYBqDTWef48p4gdRDn5Zs2a924e,24.625
t1Sx3GjQYNENFDcDLvvDp54yonTVqjN96eh,2.32471448
t1bEBr1LdBQtHun7B5L82R65FgpWyyWFx8L,745550
t1MYwbHC6UVQfcJejavMy2XreqHndgbAeci,50.00272974
t1RPQtDe4BJ4ye1cv6hiL46bXvQGtbN1UaC,0.30139356
t1Xi6ZPxMzCJ4m7XV5pwjyE12xTmBxPYx2w,3.88000000
t1WaGcVY86JmwRGWFD48sTR5fueB5UAQRNV,0.33353844
t1cQk74M5jg1rojtJQu5F8RiLjHCGZVXuxZ,16.83525286
t1WBWvKH47fhpFXcQ79jUdr1feddiSarEZ9,3.73945007
t1dTCJe5q7QAVQAQqQm6Lb9VZW1AjoLywrG,1.93151381
t1ajMAMR9KmYcMdE9XoDA2ADhkapZCF8UdA,0.11124775
t1aPXMpq5WVSZuoKT567z17zRvwDAHfD3pv,0.51203154
t1aGwuBzp35VWCB6buF8XMMgQ8XhyhbeKxM,0.9875
t1MDP48eStmwmGduKwnFyAGSX1oTHSM17D4,0.31689097
t1chFzUSrdkHcYmXQbU2CbDc1hnkP8mFM7q,0.00009900
t1eU6EDMjzfE3haDLXJN8nJrvabDnAt7fLS,20.27134832
t1bpiU846DMkD5aN7jbJ8RjZV1NnLZJws8F,271.98000000
t1VgLKq3Wb8QPeRn8SYoMfeuWdRFvjH6zon,1.75864234
t1UTWdPC2KrXeqY3ecc7fkrZb7UEas1P2xB,557.04728076
t1UJWKiMyvppQBfr82sScFVH72gnJQyfCaS,14.70092219
t1dV8WjDSHsT6hvgqB75oZcSoeKScSqBo2t,0.00018031
t1caGa4KxgvNAkrhGXTjiAEMeJ8LkX2L7kG,1792.35187429
t1TFMqZdWdYtYKSmXdrBy9wcChPTcMd9smA,0.00571674
t1VZkwhQCNdMmRh1xgKGzjdNhPaRkGPFX5y,0.01477771
t1KjzJH19N11LcW33ukCQBstx9SiGdFaWRb,42.21020308
t1eScnae9S6ZnkbrHeyWrUgJwGhrmSZo3rK,0.46424448
t1UhjeNmWGJvzHV8m3HuvhjM6mGBZFSBEz9,6.0049681
t1JDsk3vK5D3F2cYXicGD6W5Bj59yv2YZ1Z,0.03403125
t1gvubDrgYBrLSDhKGg5yMRLJv7LvsevT1K,5.08030136
t1YgAvvd87YDpa5Ufxt4oMT6N6SyvatA4qu,36.08815992
t1cR6W2bkpCoaV8DRRZGo3BY6tTtD9FYrTP,0.05140355
t1JC6ttJiYNPJZcHUy5Gd91FdVnmKEBwFdg,0.93832361
t1JAtUYEgBBkH96LTDTvsEvgMf64yWSQG7X,0.09651484
t1MeNyiduX6ynNv7wDyUfuiZF3Gj1TKYy4n,0.01000000
t1ViYfbbT3A4wkrw77KxcWdgoz7CPSfYenD,0.56283072
t1TfdzLUKMypUgPGQuwn9Md1ZyNRiDchtYL,0.08564714
